"Article_ID";"Date";"Title";"Subject";"Topic.Code"
33240;"12-Oct-98";"In Small Town, U.S.A., AIDS Presents New Set of Hardships";"Concern arises over rural AIDS victims";3
33250;"13-Oct-98";"Padres' Best Is Beaten by Braves";"Braves beat Padres in Championship Series game";29
33260;"14-Oct-98";"PRO BASKETBALL;";"National Basketball Association cancels first two weeks of 1998-99 season";29
33270;"16-Oct-98";"Clinton Plea Opens Mideast Peace Talks";"Clinton invites Palestinian and Israeli leaders to reach peace accord";19
33281;"17-Oct-98";"Locked Together, Mideast Negotiators Chafe";"The U.S. brings Palestinian and Israeli leaders together for Mideast negotiations";19
33291;"18-Oct-98";"One Big Inning Gives the Yankees a 1-0 Lead";"Yankees beat Padres in the first game of the World Series";29
33301;"20-Oct-98";"October Fans Join Summer Fanatics on Yankee Bandwagon";"Yankees prepare for Game 3 against Padres";29
33311;"21-Oct-98";"Siberia as Winter Comes: Hungry, Cold and Broke";"Russia unable to pay freight bill; Siberians suffer";19
33321;"22-Oct-98";"Budget Bill Is Signed Into Law by Clinton";"President Clinton signs budget bill";1
33331;"23-Oct-98";"Persevering Woman Helps Free Stranger In '90 Murder Case";"Retired lawyers persistence frees stranger in murder case";12
33342;"25-Oct-98";"Mideast Marathon: How 9 Days of Talks Ended in 'the Long Night'";"Second crisis arises during the Long Night of the Middle East peace talks";19
33352;"26-Oct-98";"RETURNING HOME, NETANYAHU FACES THE REAL BATTLE";"Israeli Prime Minister Netanyahu begins aggressive campaign at home after returning from the U.S.";19
33362;"27-Oct-98";"THE 1998 CAMPAIGN: THE GOVERNOR;";"Governor Pataki and fellow Republicans mount successful fund-raising operation";24
33372;"28-Oct-98";"G.O.P. Begins Ad Campaign Citing Scandal";"Republicans open nationwide television ads using Lewinsky scandal as a theme";20
33382;"30-Oct-98";"THE 1998 CAMPAIGN: THE SENATE;";"In his campaign Senator D'Amato releases ad that invokes Representative Schumer as dishonest";20
33392;"31-Oct-98";"THE 1998 CAMPAIGN: CALIFORNIA;";"Overview of 1998 campaign in California";20
45474;"1-Nov-98";"For One-Child Policy, China Rethinks Iron Hand";"one child policy in china";19
45484;"2-Nov-98";"THE 1998 CAMPAIGN: THE SENATE;";"senate campaign";20
45494;"3-Nov-98";"MICROSOFT ON TRIAL: THE TRIAL;";"microsoft antitrust trial";15
45504;"5-Nov-98";"THE 1998 ELECTIONS: CONGRESS -- THE REASONS;";"midterm election results";20
45514;"6-Nov-98";"Scientists Cultivate Cells at Root of Human Life";"stem cell research";3
45524;"7-Nov-98";"THE SPEAKER STEPS DOWN: THE CAREER;";"end of newt gingrich's term as speaker";20
45534;"9-Nov-98";"Nigerians Lurching Toward Democracy";"democracy in nigeria";19
45544;"10-Nov-98";"SUPREME COURT ROUNDUP;";"supreme court ruling on school vouchers";6
45554;"11-Nov-98";"C.I.A. CHIEF VOWED TO QUIT IF CLINTON FREED ISRAELI SPY";"CIA chief threatened to quit over a spy";16
45564;"13-Nov-98";"A Failure to Verify A Cancer Advance Is Raising Concern";"cancer research";3
45574;"14-Nov-98";"TESTING OF A PRESIDENT: THE LAWSUIT;";"clinton pays paula jones after a lawsuit";20
45584;"15-Nov-98";"Tobacco Agreement Skirts Regulatory Concerns";"tobacco agreement";3
45594;"16-Nov-98";"JAPAN ANNOUNCES $195 BILLION PLAN TO REVIVE ECONOMY";"japan trying to fix economy";19
45604;"18-Nov-98";"SPECIAL TODAY: Giving";"philanthopy";99
45614;"19-Nov-98";"West's Medicine Is Raising Bills For China's Sick";"drug prices in china";19
45624;"20-Nov-98";"Over All, He's Most Valuable";"NL mvp award";29
45634;"21-Nov-98";"BAGHDAD DISRUPTS ARMS INSPECTIONS";"arms inspections disrupted in iraq";16
45644;"22-Nov-98";"Shrinking Network TV Audiences Set Off Alarm and Reassessment";"network tv audiences shrink";17
45654;"23-Nov-98";"A Steinbrenner Twist";"potential sale of the yankees";29
45664;"24-Nov-98";"Reno's Aides Split on Merits Of Need for Gore Prosecutor";"reno aides and a prosecutor for gore";20
45674;"26-Nov-98";"BASEBALL;";"baseball deal";29
45684;"27-Nov-98";"Employees Facing Steep Increases in Health Costs";"health costs on the rise";3
45694;"28-Nov-98";"Getting a Jump on Christmas";"holiday shopping season begins";28
45704;"29-Nov-98";"Purges Hint at Beginning of the End for Milosevic";"purges in yugoslavia";19
33399;"1-Dec-98";"Justices Express Misgivings Over Reviewing Census Plan";"Justices have misgivings over Clinton's Census plan";20
33409;"2-Dec-98";"TESTING OF A PRESIDENT: THE SCENE;";"Impeachment:  talking about perjury";20
33419;"3-Dec-98";"ESPY IS ACQUITTED ON GIFTS RECEIVED WHILE IN CABINET";"Cabinet Scandal:  Agriculture Secretary acquitted of corruption charges";20
33429;"4-Dec-98";"REPUBLICANS DROP BID TO INVESTIGATE CLINTON CAMPAIGN";"impeachment:  republicans drop investigation into finance issues as part of impeachment";20
33439;"5-Dec-98";"JUMP IN NOVEMBER SENT WORK FORCE TO A RECORD HIGH";"unemployment rate goes close to lowest in three decades";1
33449;"7-Dec-98";"A Plane and Patriotism Take Flight in Gaza";"Palestine:  first Palestinian Airlines";19
33459;"8-Dec-98";"G.O.P. Whip Steps Forward";"Impeachment:  Republican whip pushes Republicans toward impeachment vote";20
33469;"9-Dec-98";"Satellite Company Faulted Over Rocket Aid to China";"satellite company gave technological details to China without authorization";16
33479;"10-Dec-98";"In North Korean Hunger, Legacy Is Stunted Children";"North Korea: nutritional survey shows malnutrition in children, physical and mental illness follow";19
33490;"12-Dec-98";"TESTING OF A PRESIDENT: THE SCENE;";"Impeachment:  gravity of decision is sinking in";20
33500;"13-Dec-98";"TESTING OF A PRESIDENT: THE PENALTY;";"Impeachment:  speaker-designate says censure is not an option";20
33510;"14-Dec-98";"Puerto Ricans Vote For the Status Quo";"Puerto Ricans vote to remain commonwealth";21
33520;"16-Dec-98";"IMPEACHMENT: THE SENATE;";"impeachment: senators try to broker deal for censure";20
33530;"17-Dec-98";"IMPEACHMENT: THE OVERVIEW;";"Impeachment:  vote postponed for campaign against Iraq";20
33540;"19-Dec-98";"IMPEACHMENT: THE FIRST FAMILY;";"Impeachment:  impeachment seems inevitable, First Lady to give speech";20
33550;"21-Dec-98";"Tale of a Cranky Londoner Is an All-American Charmer";"'A Christmas Carol', an American legend";28
33560;"22-Dec-98";"As Octuplets Remain in Peril, Ethics Questions Are Raised";"Octuplets raise medical ethics questions";3
33570;"23-Dec-98";"Angola's Exhausted People Confront War's Agony Again";"Angola:  War has begun between rebels and government supporters";19
33580;"24-Dec-98";"For Ambitious Entrepreneurs, All Europe Is Just One Nation";"The Euro links European countries";19
33590;"25-Dec-98";"4-DAY COLD SPELL SLAMS CALIFORNIA; CROPS DEVASTATED";"Californian crops devastated after cold spell";4
33601;"27-Dec-98";"Rules On Spending Leave Little Room For New Programs";"Federal Budget:  Spending Caps leave little room for new programs";1
33611;"28-Dec-98";"ANOTHER CRASH";"Car Accident";27
33621;"30-Dec-98";"MOST STATES MEET WORK REQUIREMENT OF WELFARE LAW";"Most states meet work requirement for welfare law";13
33631;"31-Dec-98";"Plugged-In Students Help Adults Stymied by Games";"students hired to help educate adults on game technology";17
33641;"1-Jan-99";"Punctual as Always, Father Time Joins the Party";"New Year's Eve celebrations; Father Time";28
33651;"3-Jan-99";"THE NEW EUROPE: United and Divided;";"European borders; euro";19
33661;"4-Jan-99";"Debut of Euro Has the British Underwhelmed";"Britan; euro";19
33671;"5-Jan-99";"Eye on the G.O.P. Race";"Elizabeth Dole; Red Cross; Presidential Campiagn";20
33681;"6-Jan-99";"Gone F-F-F-Fishin'";"New York weather; fishing";26
33691;"8-Jan-99";"U.S. Used U.N. Team to Place Spy Device in Iraq, Aides Say";"US inspections of Iraq weapons program";16
33701;"9-Jan-99";"As Parents Sweat It Out, 4th Graders Cram for New Test";"New York State standardized 4th grade english exam";6
33711;"11-Jan-99";"Outcry at Talk of Selling Lincoln Center Art";"Opposition to talk of Lincoln Center selling ""Numbers""";28
33721;"12-Jan-99";"U.S. More Isolated In U.N. on Keeping The Iraq Sanctions";"US does not support lifting Iraqi oil Embargo";19
33731;"13-Jan-99";"Concern Rising About Mergers In Health Plans";"Aetna and Prudenital Health Care to merge health plans";15
33741;"14-Jan-99";"Removal of Healthy Breasts Is Found to Cut Cancer Risk";"At risk women take drastic measures to prevent breast cancer";3
33751;"15-Jan-99";"DROPPING THE BALL: The Decline of School Sports";"High school athletic budgets";6
33761;"17-Jan-99";"After the Trying Early Years, Denver Savors Its Top Team";"Denver Broncos rise up from the bottom to become leagues best team";29
33771;"18-Jan-99";"BORROWERS BEWARE: A Special Report;";"evciting people from homes after loan companies target unexperienced borrowers;";14
33781;"20-Jan-99";"NATO's Kosovo Bid Is Rebuffed by Serbs";"NATO officials fail to negotiate with Milosevic";16
33791;"21-Jan-99";"STATE OF THE UNION: THE FUTURE;";"Response to Clinton's State of the Union";20
33801;"22-Jan-99";"Plan to Ask Schools To Deny Promotion Rekindles a Debate";"Clinton asks schools to end social promotion";6
33811;"24-Jan-99";"In the Chamber";"Clinton Impeachment Trial";20
33821;"25-Jan-99";"Legal Immigrants Would Regain Aid In President's Plan";"Clinton to give aid to legal immingrants";5
33831;"26-Jan-99";"Sex Shops on the Defensive, But Far From Stamped Out";"Sex shops defend against Giuliani's crackdown";15
33841;"27-Jan-99";"Trial: What's Next";"Clinton Impeachment trial";20
33851;"28-Jan-99";"HOCKEY;";"Salt Lake City competes to hold 2002 Olympics";19
33861;"29-Jan-99";"Governor Grants Pope's Plea For Life of a Missouri Inmate";"Missouri governor commuted death sentence after plea from Pope";12
33871;"31-Jan-99";"Hamptons Burial: The Plots to Die For Are Fully Booked";"No grave plots left to buy in Hamptons";99
33881;"1-Feb-99";"Spreading Protests By China's Farmers Meet With Violence";"Chinese Farmers' Protest is met with violence";19
33891;"2-Feb-99";"LEWINSKY QUERIED AS CLINTON'S TRIAL ENTERS NEW PHASE";"Clinton Impeachment Trial; Lewinksky's testimony";20
33901;"4-Feb-99";"Suha Arafat: A Militant in a Blue BMW";"Yasir Arafat's wife devoted to husband's cause";19
33911;"5-Feb-99";"THE PRESIDENT'S TRIAL: NEWS ANALYSIS;";"Clinton Impeachment Trial";20
33921;"6-Feb-99";"And It Counts";"Knicks lose to Orlando is first NBA game of season";29
33931;"7-Feb-99";"With King Hussein Near Death, Power in Jordan Is Passed to Son";"Jordan's Power passed on to dying King Hussein's son";19
33941;"9-Feb-99";"Gun Lobby Begins Concerted Attacks On Cities' Lawsuits";"Gun industry fights back against lawsuits filed by cities";12
33951;"10-Feb-99";"Giuliani Cancels Political Trip Amid Protest Over Shooting";"Giuliani cancels trip to meet with Amadou Diallo's parents";12
33961;"11-Feb-99";"'It's All Right. I've Come Back.'";"Arthur Miller onstage at 50th Anniversary production of ""Death of a Salesman""";28
33971;"13-Feb-99";"THE PRESIDENT'S ACQUITTAL: THE WHITE HOUSE;";"Clinton Impeachment Aqcuittal";20
33981;"14-Feb-99";"CLINTON PROPOSES FORCE FOR KOSOVO; CITES U.S. INTEREST";"US to send troops to Kosovo to join NATO peacekeeping force";16
33991;"16-Feb-99";"CLINTON INDICATES SUPPORT TO MEXICO IN BATTLING DRUGS";"Clinton supports Mexico's fight against illicit drugs";12
34001;"17-Feb-99";"German Companies Adopt Fund For Slave Laborers Under Nazis";"$1.7 billion fund established to compensate victims of the Nazis";19
34011;"19-Feb-99";"SPENDING TO AVERT EMBASSY ATTACKS ASSAILED AS TIMID";"Embassy Security budget inadequate for appropriate defense";19
34021;"20-Feb-99";"TRADE DEFICIT HIT NEW HIGH IN 1998";"US trade deficit soard 53% in 1998";18
34031;"21-Feb-99";"Police to Seize Cars Of People Accused Of Drunken Driving";"New York City police to begin seizing cars of people arrested for drunk driving";3
34041;"23-Feb-99";"Some Bass in Hudson May Be Safe to Eat";"Striped Bass in Hudson river deemed safe to eat after 23-year ban";4
34051;"24-Feb-99";"Man Guilty of Murder in Texas Dragging Death";"James Byrd Death:  Man found guilty in dragging death of a black man";2
34061;"25-Feb-99";"Arlington Yields to Science: No More 'Unknowns' Likely";"With new genetic testing, no more ""unknown"" soldiers are likely";3
34071;"26-Feb-99";"IN BIGGEST DRIVE SINCE 1937, UNION GAINS A VICTORY";"Service Employees International Union gained right to represent home-care workers";5
34081;"27-Feb-99";"Clinton Defends His Policies In Kosovo, China and Mexico";"Clinton defends his foreign policies in Mexico, China, and Kosovo";19
34091;"1-Mar-99";"German Leader Is Popular, but Grip Seems Unsure";"German Chancellor is popular but many question policies";19
34101;"2-Mar-99";"ALBRIGHT DEBATES RIGHTS AND TRADE WITH THE CHINESE";"Secretary of State Albright discusses human rights and trade with China";19
34111;"3-Mar-99";"Growing Compatibility Issue: Computers and User Privacy";"Privacy concerns over embedded serial number used to identify computer user";2
34121;"5-Mar-99";"ZEDILLO SUGGESTS U.S.-STYLE SYSTEM TO PICK NOMINEES";"Mexican President suggests modeling candidate nomination process after US";19
34131;"6-Mar-99";"ECONOMIC GROWTH STILL AT FAST PACE AS HIRING SURGES";"Economy continues to grow quickly";1
34141;"7-Mar-99";"Unforeseen, Strife Eases For Algeria";"Algerian strife between the military and Islamic guerilla groups easing";19
34151;"8-Mar-99";"DIALLO LAWYERS LEVEL NEW CHARGE";"New charge in Diallo case following allegations that police tried to taint Diallo's character";12
34161;"9-Mar-99";"Joe DiMaggio, Yankee Clipper, Dies at 84";"Former Yankee Joe DiMaggio dies at age 84";30
34171;"11-Mar-99";"ALBRIGHT DEFENDS POLICIES ON CHINA AS G.O.P. ATTACKS";"Albright defends China policies amid questions over stolen nuclear technology at Los Alamos";16
34181;"12-Mar-99";"In Vote Clinton Sought to Avoid, House Backs a Force for Kosovo";"House narrowly supports Clinton's plan to send troops to Kosovo";16
34191;"13-Mar-99";"Yehudi Menuhin Is Dead at 82";"Legendary Performer Yehusi Menuhin dies at 82";30
34201;"14-Mar-99";"FAR FROM HOME, ALONE -- A special report.;";"Young boys who immigrate without parents find hard life in US";5
34211;"15-Mar-99";"Clinton Wants to Strengthen U.S. Whistle-Blower Shield";"Clinton to protect workers who complain of health and safety standards";5
34221;"17-Mar-99";"N. KOREA CONSENTS TO U.S. INSPECTION OF A SUSPECT SITE";"North Korea allows US inspection of atomic weapons site in return for food aid";16
34231;"18-Mar-99";"Survey Suggests A Fierce Battle For U.S. Senate";"Hillary Clinton and Giuliani test waters for New York Senate race";20
34241;"19-Mar-99";"City Reverses Itself On Effort to Protect Land at Reservoirs";"Guliana says wetlands need no special protection";7
34251;"20-Mar-99";"One Consolation for Clinton: Democratic Donations Surge";"Donations to Democratic Party see rise even after impeachment trial";20
34261;"21-Mar-99";"War Crimes Panel Finds Croat Troops 'Cleansed' the Serbs";"War crimes tribunal concluded Croation army carried out summary execution of Serbs";19
34271;"22-Mar-99";"And the Oscar Winners Are . . .";"Oscar winners";28
34281;"24-Mar-99";"CONFLICT IN THE BALKANS: THE RUSSIANS;";"Gore informs Russian PM diplomatic effots failed and NATO was preparing to bomb Serbia";16
34292;"25-Mar-99";"CONFLICT IN THE BALKANS: THE OVERVIEW;";"NATO launches first attack as Clinton denounces Milosevic";16
34302;"27-Mar-99";"CONFLICT IN THE BALKANS: THE OVERVIEW;";"NATO steps up air and missile assault as Milosevic fiercely resists";16
34312;"28-Mar-99";"UConn and Duke Are the Final Two";"Uconn and Duke will compete for men's college basketball title";29
34322;"30-Mar-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"NATO hunts for Serbian troops as reports of genocide emerge";19
34332;"31-Mar-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"NATO agrees to step up bombing to include downtown Belgrade";16
34342;"1-Apr-99";"CRISIS IN THE BALKANS: THE AMBUSH;";"Americans ambushed in Macedonia";16
34353;"3-Apr-99";"A Reminder";"daylight savings time";15
34363;"4-Apr-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"NATO bombs belgrade";16
34373;"6-Apr-99";"Man Pleads Guilty In Wyoming Slaying";"Man pleads guilty to murdering a gay college student";2
34383;"7-Apr-99";"PARENTS IN PRISON: A special report.;";"children with parents in prison";12
34393;"8-Apr-99";"A VISIT FROM CHINA: NEW SPY CASE;";"spies from china stealing nuclear secrets";16
34403;"9-Apr-99";"CRISIS IN THE BALKANS: THE BEREFT;";"Kosovo refugees";19
34414;"11-Apr-99";"Rating the Schools";"new york rates its schools";6
34424;"12-Apr-99";"In the Green Again";"masters golf tournament";29
34434;"13-Apr-99";"U.S. Hard Put to Find Proof Bin Laden Directed Attacks";"US looking for Osama bin Laden";19
34444;"14-Apr-99";"Starr to Ask Congress to End Law That Gave Him His Job";"ken starr wants congress to allow the law that hired him to expire";20
34454;"16-Apr-99";"At Long Last, a New Sun With a Family of Planets";"new solar system discovered";17
34464;"17-Apr-99";"Most Get Work After Welfare, Studies Suggest";"fate of americans who leave welfare";13
34475;"18-Apr-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"Serb forces continue offensive in Kosovo";19
34485;"20-Apr-99";"Back in Berlin";"renovated reichstag building opens";19
34495;"21-Apr-99";"CRISIS IN THE BALKANS: THE ORDEAL;";"journey of a Kosovo family";19
34505;"22-Apr-99";"TERROR IN LITTLETON: THE OVERVIEW;";"columbine shooting";6
34515;"23-Apr-99";"TERROR IN LITTLETON: THE OVERVIEW;";"columbine massacre";6
34526;"25-Apr-99";"THE WRONG MAN: A special report.;";"innocent suspect held in an officer's death";12
34536;"26-Apr-99";"A Principal's Anguish";"principal of columbine";6
34546;"27-Apr-99";"MAYOR'S REMARKS ON SCHOOL SYSTEM ASSAILED BY CREW";"New York school system overhaul";6
34556;"28-Apr-99";"TERROR IN LITTLETON: THE OVERVIEW;";"woman linked to guns used in columbine killings";6
34566;"29-Apr-99";"Federal Panel to Recommend Some Gambling Restrictions";"gambing restrictions";15
34577;"1-May-99";"Bomb Kills 2 in London Gay Bar; Extremists Tied to Three Attacks";"bomb kills 2 in a London gay bar";19
34587;"2-May-99";"Carolina Bank Robberies Show That Friendliness Carries a Price";"bank robberies in north carolina";12
34597;"3-May-99";"CRISIS IN THE BALKANS: THE ATROCITIES;";"massacre of Kosovo men by Serbs";19
34607;"4-May-99";"CRISIS IN THE BALKANS: DIPLOMACY;";"clinton talks with russian about kosovo";16
34617;"5-May-99";"Graphic Details As Trial Opens In Louima Case";"trial opens in the louima case";12
34627;"7-May-99";"AT&amp;T Conjures Up Its Vision For Cable, but Can It Deliver?";"AT&T business moves";15
34638;"8-May-99";"Jets Are Chartered For Israelis in U.S. To Get Out to Vote";"Israelis in america flying home to vote";19
34648;"9-May-99";"DNA Backs a Tribe's Tradition Of Early Descent From the Jews";"DNA connects an African tribe to the Jews";19
34658;"11-May-99";"Bank Group to Buy Republic New York";"bank takeover";15
34668;"12-May-99";"THE MONEY TRAIL: A special report.;";"china sending cash to a US bank";18
34678;"13-May-99";"Problem Bill for Bush";"hate crime bill in texas causes trouble for bush";20
34688;"14-May-99";"AIRLINE IS ACCUSED OF ILLEGAL PRICING";"american airlines accused of illegal pricing";15
34699;"15-May-99";"COURT OVERTURNS AIR QUALITY RULES";"clinton air quality rules overturned";7
34709;"17-May-99";"At the End, the Knicks Advance";"basketball playoffs";29
34719;"18-May-99";"After 70-Plus Years, a Successful Whale Hunt";"whale hunting resumes";7
34729;"19-May-99";"Ganderkesee Journal;";"disposing of old german currency";19
34739;"20-May-99";"SETTLEMENTS SEEN IN VITAMIN PRICING";"vitamin price fixing scandal";15
34749;"21-May-99";"Fatigue at War Sets In for Serbs";"war fatigue in Serbia";19
34760;"22-May-99";"Honors and Encores";"choreographer gets an honorary degree";28
34770;"23-May-99";"Tracking Suspicions About China's Atom Spying";"china spying";16
34780;"24-May-99";"Thin Support and Red Tape Mire New York City Development Zone";"NYC development zone stalls";14
34790;"26-May-99";"A Matter of Perspective";"house panel's conclusions on intelligence?";16
34800;"27-May-99";"Retirements Suspended";"Pentagon suspending retirements from the air force to keep waging war in Kosovo";16
34810;"28-May-99";"BIG STOCK MARKETS MOVING TO EXPAND TO EVENING HOURS";"stock markets may expand their hours";15
34821;"29-May-99";"300 Crosses Taken Out at Auschwitz";"crosses at Auschwitz";19
34831;"30-May-99";"Congo, the Bronx";"new zoo exhibit";28
34841;"31-May-99";"A Day for Umbrellas, but No Complaints";"nice weather for Memorial Deay Weekend";26
34851;"1-Jun-99";"Farmers' Right to Sue Grows, Raising Debate on Food Safety";"farmers' gaining the right to sue in the case of irresponsible food claims";4
34861;"2-Jun-99";"LOW-COST TRADING ON LINE IS PLANNED BY MERRILL LYNCH";"merril lynch to offer online stock trading";17
34871;"3-Jun-99";"The Boom in Medications Brings Rise in Fatal Risks";"risks of using multiple medications";3
34882;"5-Jun-99";"CRISIS IN THE BALKANS: THE REFUGEES;";"choice of refugees";19
34892;"6-Jun-99";"'Adopting' Masterpieces: Touch of Class or Crass?";"people adopting works of art at museums";28
34902;"7-Jun-99";"TENNIS;";"tennis";29
34912;"8-Jun-99";"Boiling in Brooklyn";"hot weather in Brooklyn, New York";26
34922;"9-Jun-99";"THE LOUIMA CASE: THE OVERVIEW;";"police officer found guilty in the louima case";12
34932;"11-Jun-99";"New Infection Kills Software Through E-Mail";"new computer virus spreading";17
34943;"12-Jun-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"Russians enter Kosovo";19
34953;"14-Jun-99";"New Breed of Au Pair Packs a Shaving Kit";"male au pairs";5
34963;"15-Jun-99";"No Budget in Albany But Discord Is Ample";"budget problems in albany";24
34973;"16-Jun-99";"CRISIS IN THE BALKANS;";"Serbs retreating from Kosovo";19
34983;"17-Jun-99";"Officially in the Race";"al gore announced his presidential campaign";20
34993;"18-Jun-99";"New Lenders With Huge Fees Thrive on Workers With Debts";"payday lenders";15
35004;"20-Jun-99";"FOR SHAME: A special report.;";"honor killings in the Mideast";19
35014;"21-Jun-99";"Lobby Efforts Doom Medical Privacy Bill";"medical privacy bill";2
35024;"22-Jun-99";"CRISIS IN THE BALKANS: THE OVERVIEW;";"NATO agreement to disband the KLA";16
35034;"23-Jun-99";"No. 1 Hingis Stunned in Wimbledon Opener";"tennis upset";29
35044;"24-Jun-99";"N.B.A. FINALS;";"nba finals";29
35055;"26-Jun-99";"F.B.I. IS PROPOSING A SPECIAL DIVISION FOR HUNTING SPIES";"FBI division to hunt spies";16
35065;"27-Jun-99";"New Gray Market In China Loosens Grip on Publishing";"publishing in china";19
35075;"28-Jun-99";"CRISIS IN THE BALKANS: THE TOLL;";"damage to the serb military from NATO bombing";16
35085;"29-Jun-99";"PLANNING FOR A SURPLUS: THE OVERVIEW;";"clinton plans to spend the budget surplus";1
35095;"30-Jun-99";"Nassau's Bonds Deemed Riskier By Credit Rater";"nassau county financial problems";24
35105;"2-Jul-99";"CRISIS IN THE BALKANS: KOSOVO NOTEBOOK;";"Kosovo:  Milosevic calls on the US";16
35115;"3-Jul-99";"CRISIS IN THE BALKANS: THE MILITARY;";"Kosovo:  NATO blocks Russia from adding troops";16
35125;"4-Jul-99";"In New York Race For Senate, Pacing Takes Prominence";"Hillary Clinton: Going for the NY senate seat";20
35135;"6-Jul-99";"Plenty of Dirty Jobs in Politics And a New Breed of Diggers";"Private Investigator Roles in Campaigns";20
35145;"7-Jul-99";"A HEAT WAVE SIZZLES: THE NEIGHBORHOOD;";"Power Outage and Heat Wave in NYC";8
35155;"9-Jul-99";"CAT SCAN PROCESS COULD CUT DEATHS FROM LUNG CANCER";"Lung CAT scans may prolong life of smokers";3
35167;"10-Jul-99";"A Space Pioneer Dies";"Astronaut, Conrad, Dies in Crash";30
35177;"11-Jul-99";"As Campaign Starts Swiftly, Both Parties Are Scrambling";"Primaries:  speculation of frontrunners";20
35187;"13-Jul-99";"TV Ads by Congressional Wives Are a Sweet Deal for All Involved";"primaries:  candidate wives in commercials";20
35197;"14-Jul-99";"Serbian Town Bombed by NATO Fears Effects of Toxic Chemicals";"Effects of NATO bombs in Serbia";16
35207;"15-Jul-99";"Busing's Day Ends: Boston Drops Race In Pupil Placement";"Boston Busing Racial Integration Program ends";2
35217;"16-Jul-99";"Bush Forgoes Federal Funds And Has No Spending Limit";"Primaries:  Republican candidates forgoing federal funds";20
35228;"17-Jul-99";"HOUSE IS PREPARED TO CUT OFF FUNDS FOR F-22 FIGHTERS";"Funds Being Cut on Air Force's F-22 program";16
35237;"19-Jul-99";"Foe Suggests Giving Milosevic Immunity To Get Him to Quit";"Yugoslavia:  Force Milosevic to resign by extending immunity";19
35247;"20-Jul-99";"KENNEDY'S PLANE LOST: THE OVERVIEW;";"John F Kennedy Jr.'s plane lost";30
35257;"21-Jul-99";"Panel Would Widen Donor Organ System";"A fair way to distribute donor organs across city and state lines";3
35267;"22-Jul-99";"Limits on Power and Zeal Hamper Firearms Agency";"Illegal gun purchases";12
35278;"24-Jul-99";"Condoms for Women Gain Approval Among Africans";"Female Condom: Important Weapon against AIDS";3
35288;"25-Jul-99";"Democrats Aim for Record In Unregulated Donations";"Democrats Trying to gain soft money for Primaries";20
35298;"26-Jul-99";"Hunger Ravages Angolans in Renewed Civil War";"Children Starving Amidst Civil War in Angola";19
35308;"28-Jul-99";"Journalists, or Detectives? Depends on Who's Asking";"role of news reporters as criminal investigators";17
35318;"29-Jul-99";"In Finding a Way To Create Cancer, Hope for New Test";"research on a new test for cancer";3
35328;"30-Jul-99";"California Calls Off Effort to Carry Out Immigrant Measure";"California: Immigration Bill, Proposition 187 called off";5
35338;"31-Jul-99";"Jurors in Maryland Indict Linda Tripp In Lewinsky Tapes";"Linda Tripp indicted for illegally taping Lewinsky phone calls";20
35349;"2-Aug-99";"COALITION'S WOES MAY HINDER GOALS OF CHRISTIAN RIGHT";"Christian Coalition in debt, may not be able to influence 2000 elections";20
35359;"3-Aug-99";"Meddling With Opera's Sacred Human Voice";"New Electronic Processors in some Opera Houses";28
35369;"5-Aug-99";"Hope Rises in Syria for Peace With Israel";"Syrians hope for peace with Israel";19
35379;"6-Aug-99";"THE MARKETS: Market Place;";"Security and Exchange Commision charges that large brokerage firm participated in major fraud";15
35390;"7-Aug-99";"Albany Plan Widely Expands Sampling of Criminals' DNA";"New York State to build DNA database of convicted felons";12
35400;"8-Aug-99";"CLINTON TO CHIDE STATES FOR FAILING TO COVER CHILDREN";"Federal officials to investigate whether states have excluded children from Medicaid improperly";3
35410;"9-Aug-99";"REPUBLICANS' GOAL IS $1 MILLION EACH FROM TOP DONORS";"Top Republican donors receive great benefits depending on amount";20
35420;"11-Aug-99";"Lazio Is Seen Ready To Yield to Giuliani In U.S. Senate Race";"Possible Republican New York Senate Candidate Pulls out of Race";20
35430;"12-Aug-99";"Economy's Ebb In Japan Spurs Temporary Jobs";"Japan:  Economy declining, sparks increase in job layoffs and in temporary jobs";19
35440;"13-Aug-99";"Details of a Killing";"White Supremacist Suspect in Los Angeles Shooting admits to another killing of a minority";2
35451;"14-Aug-99";"TENNIS;";"Tennis:  French Open";29
35461;"16-Aug-99";"Military Goes by the Book, but It's a Novel";"the novel, ""Once an Eagle"" becomes cult classic for military";16
35471;"17-Aug-99";"Welcome to College. Now Meet Our Sponsor.";"Universities have become more web-based, advertisers foot the bill";6
35481;"19-Aug-99";"Fearing Deflation, Chinese Set Limits On New Factories";"China sets limits on new factories being built in lieu of falling prices";19
35491;"20-Aug-99";"EARTHQUAKE IN TURKEY: CHAOS;";"Earthquake in Turkey, Chaos of Relief Effort";26
35502;"21-Aug-99";"EARTHQUAKE IN TURKEY: THE OVERVIEW;";"Relief Workers in Turkey after Earthquake trying to prevent disease outbreaks";26
35512;"23-Aug-99";"Genetic Crop Testing Angers Many Britons";"Protests over genetically modified food in Britain";19
